1672721092.0869071,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1672721092.1685138,0.0816066,0.0250000,0.3063477,0.0000000,0.0000000
1672721092.2501204,0.0816066,0.0500000,0.3063477,0.0000000,0.0000000
1672721092.2910995,0.0409791,0.0750000,0.6100664,7.4115431,180.8613311
1672721092.3623428,0.0712433,0.1000000,0.3509103,-3.6376217,-155.0906111
1672721092.4639308,0.1015880,0.1250000,0.2460920,-1.0317972,25.6509058
1672721092.5049388,0.0410080,0.1500000,0.6096372,8.8652267,241.3437616
1672721092.5460606,0.0411217,0.1750000,0.6079512,-0.0410003,-216.5820581
1672721092.5870082,0.0409477,0.2000000,0.6105353,0.0631064,2.5424324
1672721092.6885867,0.1015785,0.2250000,0.2461151,-3.5875724,-35.9394919
1672721092.7296679,0.0410812,0.2500000,0.6085510,8.8224289,302.0847564
1672721092.7706504,0.0409825,0.2750000,0.6100167,0.0357636,-214.4005030
1672721092.8115783,0.0409279,0.3000000,0.6108305,0.0198829,-0.3880171
1672721092.8525243,0.0409460,0.3250000,0.6105601,-0.0066016,-0.6468148
1672721092.9237530,0.0712287,0.3500000,0.3509819,-3.6442907,-51.0705214
1672721093.0758226,0.1520696,0.3750000,0.1643984,-1.2269612,15.8962074
1672721093.1470976,0.0712750,0.4000000,0.3507541,2.6146014,53.8977598
1672721093.2486756,0.1015780,0.4250000,0.2461163,-1.0301232,-35.8810436
1672721093.3402305,0.0915549,0.4500000,0.2730603,0.2942932,14.4658192
1672721093.4720607,0.1318302,0.4750000,0.1896379,-0.6328019,-7.0324927
1672721093.5129793,0.0409186,0.5000000,0.6109693,10.2968215,267.1065583
1672721093.5539100,0.0409307,0.5250000,0.6107878,-0.0044344,-251.6752412
1672721093.5948122,0.0409021,0.5500000,0.6112150,0.0104453,0.3637859
1672721093.7266169,0.1318047,0.5750000,0.1896746,-3.1982199,-24.3440869
1672721093.7675371,0.0409203,0.6000000,0.6109443,10.2948956,329.7417065
1672721093.8085258,0.0409887,0.6250000,0.6099244,-0.0248826,-251.7713989
1672721093.8494689,0.0409431,0.6500000,0.6106028,0.0165686,1.0124099
1672721093.8904073,0.0409384,0.6750000,0.6106739,0.0017373,-0.3622854
1672721093.9919257,0.1015184,0.7000000,0.2462608,-3.5896268,-35.3764866
1672721094.0328796,0.0409539,0.7250000,0.6104429,8.8924934,304.7848404
1672721094.0738113,0.0409317,0.7500000,0.6107735,0.0080788,-217.0546095
1672721094.1450174,0.0712061,0.7750000,0.3510936,-3.6468787,-51.3292803
1672721094.2465928,0.1015754,0.8000000,0.2461226,-1.0334287,25.7291691
1672721094.3178999,0.0713072,0.8250000,0.3505958,1.4651143,35.0391489
1672721094.3588126,0.0409126,0.8500000,0.6110583,6.3663096,119.7966367
1672721094.3997579,0.0409453,0.8750000,0.6105708,-0.0119052,-155.7740704
1672721094.4406834,0.0409255,0.9000000,0.6108660,0.0072138,0.4671659
1672721094.5423136,0.1016302,0.9250000,0.2459898,-3.5902336,-35.3974217
1672721094.5832314,0.0409179,0.9500000,0.6109799,8.9200652,305.7416660
1672721094.6241350,0.0409036,0.9750000,0.6111936,0.0052239,-217.9477645
1672721094.6650281,0.0408931,1.0000000,0.6113504,0.0038342,-0.0339847
