1672721158.4955046,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1672721158.5071120,0.0116074,-0.0250000,-2.1537969,0.0000000,0.0000000
1672721158.5187194,0.0116074,-0.0500000,-2.1537969,0.0000000,0.0000000
1672721158.5301061,0.0113866,-0.0750000,-2.1955569,-3.6674583,-322.0845261
1672721158.5516636,0.0215576,-0.1000000,-1.1596855,48.0513999,2399.1043240
1672721159.1735995,0.6219358,-0.1250000,-0.0401971,1.8000062,-74.3668244
1672721159.1851645,0.0115650,-0.1500000,-2.1617004,-183.4421791,-16017.5240453
1672721159.1965454,0.0113809,-0.1750000,-2.1966607,-3.0718418,15848.4974781
1672721159.2181892,0.0216439,-0.2000000,-1.1550611,48.1244487,2365.3937076
1672721159.7179918,0.4998026,-0.2250000,-0.0500197,2.2109556,-91.8632558
1672721159.7294607,0.0114689,-0.2500000,-2.1798104,-185.7015943,-16384.5493037
1672721159.7408035,0.0113428,-0.2750000,-2.2040483,-2.1368631,16183.4216760
1672721159.7624328,0.0216293,-0.3000000,-1.1558377,48.4624550,2339.3840676
1672721161.7079382,1.9455054,-0.3250000,-0.0128501,0.5875016,-24.6079779
1672721161.7200985,0.0121603,-0.3500000,-2.0558701,-168.0073512,-13864.3648701
1672721161.7316210,0.0115225,-0.3750000,-2.1696621,-9.8756059,13723.6982378
1672721161.7532115,0.0215905,-0.4000000,-1.1579182,46.8606673,2627.8385701
1672721164.2589447,2.5057333,-0.4250000,-0.0099771,0.4581258,-18.5185480
1672721164.3012297,0.0422850,-0.4500000,-0.5912267,-13.7460102,-335.9145694
1672721164.7706759,0.4694462,-0.4750000,-0.0532542,1.1459726,31.7224493
1672721164.7821305,0.0114546,-0.5000000,-2.1825327,-185.8887909,-16328.3793266
1672721164.7934732,0.0113428,-0.5250000,-2.2040483,-1.8968628,16221.0841837
1672721164.8150167,0.0215435,-0.5500000,-1.1604427,48.4417822,2336.6044699
1672721164.9483283,0.1333115,-0.5750000,-0.1875307,7.2980343,-308.6286235
