1673326096.3136895,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1673326097.2414777,0.9277883,-0.0500000,-0.0538916,0.0000000,0.0000000
1673326098.1692660,0.9277883,-0.1000000,-0.0538916,0.0000000,0.0000000
1673326098.2015510,0.0322850,-0.1500000,-1.5487080,-46.3006837,-1434.1248111
1673326098.6914573,0.4899063,-0.2000000,-0.1020603,2.9529068,100.5367546
1673326098.7234399,0.0319827,-0.2500000,-1.5633471,-45.6899701,-1520.9140370
1673326098.7858119,0.0623720,-0.3000000,-0.8016422,12.2122963,928.3379557
1673326099.5812232,0.7954113,-0.3500000,-0.0628606,0.9288045,-14.1857315
1673326099.6172924,0.0360692,-0.4000000,-1.3862260,-36.6896716,-1042.9541885
1673326100.3111057,0.6938133,-0.4500000,-0.0720655,1.8941125,55.6111893
1673326100.3434529,0.0323472,-0.5000000,-1.5457287,-45.5576722,-1466.9517397
1673326100.3855705,0.0421176,-0.5500000,-1.1871523,8.5136969,1283.8189895
1673326100.4071541,0.0215836,-0.6000000,-2.3165783,-52.3280756,-2818.8945972
1673326100.7136273,0.3064733,-0.6500000,-0.1631464,7.0264922,193.6696491
1673326100.7455504,0.0319231,-0.7000000,-1.5662661,-43.9531775,-1596.9545713
1673326104.0150797,3.2695293,-0.7500000,-0.0152927,0.4743721,13.5883624
1673326104.0373287,0.0222490,-0.8000000,-2.2472937,-100.3192340,-4530.2567016
1673326104.0794919,0.0421631,-0.8500000,-1.1858701,25.1742100,2976.3784903
1673326104.1011794,0.0216875,-0.9000000,-2.3054747,-51.6244006,-3541.1450618
1673326104.4383852,0.3372059,-0.9500000,-0.1482774,6.3972707,172.0660092
1673326104.4702449,0.0318596,-1.0000000,-1.5693839,-44.6052338,-1600.8501796
1673326104.7465720,0.2763271,-1.0500000,-0.1809450,5.0246204,179.6054322
1673326104.7810507,0.0344787,-1.1000000,-1.4501722,-36.8119604,-1213.4049138
1673326105.2101376,0.4290869,-1.1500000,-0.1165265,3.1081014,93.0349066
1673326105.2321720,0.0220344,-1.2000000,-2.2691784,-97.6950250,-4574.8055740
1673326105.5085113,0.2763393,-1.2500000,-0.1809370,7.5568024,380.8789782
1673326105.5812078,0.0726964,-1.3000000,-0.6877915,-6.9722049,-199.8585604
1673326105.6029406,0.0217328,-1.3500000,-2.3006692,-74.2139598,-3094.0206856
1673326105.8485289,0.2455883,-1.4000000,-0.2035928,8.5389915,336.9580330
1673326105.8804879,0.0319591,-1.4500000,-1.5645017,-42.5828893,-1599.6054282
1673326107.0430570,1.1625690,-1.5000000,-0.0430082,1.3087339,37.7539926
1673326107.0754230,0.0323660,-1.5500000,-1.5448292,-46.4011395,-1474.0721216
1673326108.3900480,1.3146250,-1.6000000,-0.0380337,1.1461790,36.1679700
1673326108.4224651,0.0324171,-1.6500000,-1.5423978,-46.4065581,-1466.9047283
1673326109.0346246,0.6121595,-1.7000000,-0.0816781,2.3861751,79.7059164
1673326109.0667934,0.0321689,-1.7500000,-1.5542979,-45.7777992,-1497.2232919
1673326111.5729110,2.5061176,-1.8000000,-0.0199512,0.6122405,18.5107195
1673326111.6053336,0.0324225,-1.8500000,-1.5421369,-46.9483767,-1466.8996776
1673326114.3865740,2.7812405,-1.9000000,-0.0179776,0.5480142,17.0774126
1673326114.4087930,0.0222189,-1.9500000,-2.2503321,-100.4707808,-4546.5167579
1673326114.8685260,0.4597330,-2.0000000,-0.1087588,4.6582979,228.6742014
1673326114.9921737,0.1236477,-2.0500000,-0.4043747,-2.3907923,-57.0094778
1673326115.0546548,0.0624812,-2.1000000,-0.8002412,-6.3357724,-63.1387096
1673326115.8197980,0.7651432,-2.1500000,-0.0653472,0.9604659,9.5357820
1673326115.8518798,0.0320818,-2.2000000,-1.5585140,-46.5424247,-1480.6783831
1673326117.0139551,1.1620753,-2.2500000,-0.0430265,1.3041216,41.1733621
1673326117.0462592,0.0000000,-2.3000000,0.0000000,0.0000000,0.0000000
