# Number of Rows, Mode
5.000000000000000000e+01,7.706521301337608543e-02
5.100000000000000000e+01,7.514706264469150909e-02
5.200000000000000000e+01,7.303576737722626555e-02
5.300000000000000000e+01,7.142072186246493926e-02
5.400000000000000000e+01,7.286792587930132625e-02
5.500000000000000000e+01,7.092131981951793618e-02
5.600000000000000000e+01,7.050147910461826428e-02
5.700000000000000000e+01,7.422821462253512137e-02
5.800000000000000000e+01,7.779483959685974670e-02
5.900000000000000000e+01,7.591181272061987839e-02
6.000000000000000000e+01,7.450304071132941852e-02
6.100000000000000000e+01,7.791090684804037603e-02
6.200000000000000000e+01,7.652941097312847274e-02
6.300000000000000000e+01,8.096461402061702617e-02
6.400000000000000000e+01,8.292206810967134301e-02
6.500000000000000000e+01,8.153584195515606314e-02
6.600000000000000000e+01,8.533629572809062203e-02
6.700000000000000000e+01,8.900700040875267338e-02
6.800000000000000000e+01,8.760965327533667968e-02
6.900000000000000000e+01,9.035879555309321576e-02
7.000000000000000000e+01,9.405952436757873680e-02
7.100000000000000000e+01,9.266231779814149139e-02
7.200000000000000000e+01,9.520319359338946796e-02
7.300000000000000000e+01,9.867212055753862843e-02
7.400000000000000000e+01,9.727524611683949218e-02
7.500000000000000000e+01,9.963037453058151693e-02
7.600000000000000000e+01,9.826169819476328338e-02
7.700000000000000000e+01,9.665612358672544258e-02
7.800000000000000000e+01,9.636541660386742369e-02
7.900000000000000000e+01,9.950262506787088679e-02
8.000000000000000000e+01,9.820488461153474569e-02
8.100000000000000000e+01,9.713302075470649222e-02
8.200000000000000000e+01,9.608483121583216713e-02
8.300000000000000000e+01,9.487564641352394523e-02
8.400000000000000000e+01,9.763636957797838800e-02
8.500000000000000000e+01,9.795929245194069657e-02
8.600000000000000000e+01,9.658468795756160186e-02
8.700000000000000000e+01,9.692301044124922160e-02
8.800000000000000000e+01,9.815165535466183200e-02
8.900000000000000000e+01,9.702144489094176316e-02
9.000000000000000000e+01,9.608828832110603846e-02
9.100000000000000000e+01,9.495455262035516764e-02
9.200000000000000000e+01,9.407018048610316097e-02
9.300000000000000000e+01,9.656139135647662242e-02
9.400000000000000000e+01,9.551054330768340983e-02
9.500000000000000000e+01,9.564002017855077753e-02
9.600000000000000000e+01,9.675585399548275456e-02
9.700000000000000000e+01,9.570440272516271552e-02
9.800000000000000000e+01,9.752953230192569489e-02
9.900000000000000000e+01,1.000617400694982506e-01
1.000000000000000000e+02,9.901533030235619426e-02
1.010000000000000000e+02,1.000283257476564241e-01
1.020000000000000000e+02,9.976091341678265667e-02
1.030000000000000000e+02,9.872021227555800860e-02
1.040000000000000000e+02,9.787903497614983128e-02
1.050000000000000000e+02,9.690643113658274632e-02
1.060000000000000000e+02,9.791241257273962384e-02
1.070000000000000000e+02,9.696331868417508437e-02
1.080000000000000000e+02,9.675255299907126183e-02
1.090000000000000000e+02,9.568322901851789020e-02
1.100000000000000000e+02,9.792823215954968297e-02
1.110000000000000000e+02,9.751533860460540049e-02
1.120000000000000000e+02,9.731648264457798403e-02
1.130000000000000000e+02,9.638314420122112702e-02
1.140000000000000000e+02,9.564809872234127097e-02
1.150000000000000000e+02,9.478905025692782593e-02
1.160000000000000000e+02,9.636192448045818870e-02
1.170000000000000000e+02,9.551862118510753841e-02
1.180000000000000000e+02,9.760094573502758886e-02
1.190000000000000000e+02,9.850975482089897872e-02
1.200000000000000000e+02,9.986983622798090154e-02
1.210000000000000000e+02,1.017425016271306659e-01
1.220000000000000000e+02,1.036569046062092297e-01
1.230000000000000000e+02,1.044712916036390771e-01
1.240000000000000000e+02,1.063528799441830208e-01
1.250000000000000000e+02,1.059014003924066138e-01
1.260000000000000000e+02,1.072144625824891645e-01
1.270000000000000000e+02,1.088567309911270958e-01
1.280000000000000000e+02,1.079785020806757617e-01
1.290000000000000000e+02,1.098256471212299135e-01
1.300000000000000000e+02,1.105115842227537976e-01
1.310000000000000000e+02,1.121366112823197342e-01
1.320000000000000000e+02,1.111482744022426056e-01
1.330000000000000000e+02,1.102867503782958974e-01
1.340000000000000000e+02,1.094374391714174471e-01
1.350000000000000000e+02,1.101108278149632719e-01
1.360000000000000000e+02,1.118354513639629177e-01
1.370000000000000000e+02,1.109958649519030699e-01
1.380000000000000000e+02,1.104648803043611627e-01
