# Number of Rows, Mode
9.400000000000000000e+01,2.933099460526314775e-02
9.500000000000000000e+01,4.296022187500000977e-02
9.600000000000000000e+01,4.378721121134020178e-02
9.700000000000000000e+01,4.327826096938774958e-02
9.800000000000000000e+01,4.209973409090908558e-02
9.900000000000000000e+01,4.287965850000000079e-02
1.000000000000000000e+02,4.248972116336632854e-02
1.010000000000000000e+02,4.207112248774509677e-02
1.020000000000000000e+02,4.301807876213592507e-02
1.030000000000000000e+02,4.263795576923078146e-02
1.040000000000000000e+02,4.226288273809525320e-02
1.050000000000000000e+02,3.095098844339622818e-02
1.060000000000000000e+02,4.249973983644861342e-02
1.070000000000000000e+02,4.213531250000000783e-02
1.080000000000000000e+02,4.187494988532111662e-02
1.090000000000000000e+02,4.132067749999999984e-02
1.100000000000000000e+02,2.903828507882882243e-02
1.110000000000000000e+02,4.203069821428571939e-02
1.120000000000000000e+02,4.178172892699115459e-02
1.130000000000000000e+02,4.210517927631579616e-02
1.140000000000000000e+02,4.223140179347828482e-02
1.150000000000000000e+02,2.913930463362069540e-02
1.160000000000000000e+02,2.875802120726498115e-02
1.170000000000000000e+02,4.122090688559323923e-02
1.180000000000000000e+02,2.845324196428573177e-02
1.190000000000000000e+02,2.952336916666667074e-02
1.200000000000000000e+02,2.889624163223140571e-02
1.210000000000000000e+02,4.138012120901640722e-02
1.220000000000000000e+02,4.174448577235771729e-02
1.230000000000000000e+02,2.941878215725806170e-02
1.240000000000000000e+02,2.950023252499999610e-02
1.250000000000000000e+02,2.874029623015872739e-02
1.260000000000000000e+02,2.832765875984252432e-02
1.270000000000000000e+02,2.924007187500000590e-02
1.280000000000000000e+02,2.898655145348837461e-02
1.290000000000000000e+02,4.172035153846154198e-02
1.300000000000000000e+02,4.152449274809161262e-02
1.310000000000000000e+02,4.177498049242424349e-02
1.320000000000000000e+02,2.897679017857142728e-02
1.330000000000000000e+02,2.877787621268656018e-02
1.340000000000000000e+02,4.191000571759258275e-02
1.350000000000000000e+02,3.819136985294117881e-02
1.360000000000000000e+02,4.185159060218976435e-02
1.370000000000000000e+02,4.177051893115943382e-02
1.380000000000000000e+02,3.605336301708632341e-02
1.390000000000000000e+02,4.363458392857143264e-02
1.400000000000000000e+02,4.206328980496452929e-02
1.410000000000000000e+02,4.177545968309857860e-02
1.420000000000000000e+02,4.154613061625872517e-02
1.430000000000000000e+02,4.131885416666665478e-02
1.440000000000000000e+02,4.204801939655172793e-02
1.450000000000000000e+02,4.156742893835616015e-02
1.460000000000000000e+02,4.114496507227891064e-02
1.470000000000000000e+02,2.841887905405404355e-02
1.480000000000000000e+02,2.947750241191274961e-02
1.490000000000000000e+02,4.160130316666667272e-02
1.500000000000000000e+02,4.173444495033112878e-02
1.510000000000000000e+02,2.886974868421052914e-02
1.520000000000000000e+02,2.992275214460782956e-02
1.530000000000000000e+02,4.201534699675324447e-02
1.540000000000000000e+02,4.190325570564518154e-02
1.550000000000000000e+02,4.148203477564102459e-02
1.560000000000000000e+02,2.882368125000001405e-02
1.570000000000000000e+02,4.159290415348101955e-02
1.580000000000000000e+02,4.142758319575472192e-02
1.590000000000000000e+02,4.116409937499999894e-02
1.600000000000000000e+02,4.115804491459627845e-02
1.610000000000000000e+02,4.205255817901235038e-02
1.620000000000000000e+02,4.149199654907975710e-02
1.630000000000000000e+02,4.133310640243902101e-02
1.640000000000000000e+02,4.166058886363636915e-02
1.650000000000000000e+02,4.185150594879519237e-02
1.660000000000000000e+02,4.168150591317364151e-02
1.670000000000000000e+02,4.104795892857143746e-02
1.680000000000000000e+02,4.213061427514792900e-02
1.690000000000000000e+02,4.195457955882352097e-02
1.700000000000000000e+02,4.169951717836258009e-02
1.710000000000000000e+02,4.135848706395349461e-02
1.720000000000000000e+02,4.035110648482657936e-02
1.730000000000000000e+02,4.216123857758619087e-02
1.740000000000000000e+02,4.186615826785712591e-02
1.750000000000000000e+02,4.255268551136362487e-02
1.760000000000000000e+02,4.205907962570620828e-02
1.770000000000000000e+02,4.228335442415730172e-02
1.780000000000000000e+02,4.233659263268156614e-02
1.790000000000000000e+02,4.164739256944444135e-02
1.800000000000000000e+02,4.238522026933702613e-02
1.810000000000000000e+02,4.250926133241758609e-02
1.820000000000000000e+02,4.236573746584700040e-02
1.830000000000000000e+02,4.269986807065216661e-02
1.840000000000000000e+02,4.266729175675675056e-02
1.850000000000000000e+02,3.080680779569892197e-02
1.860000000000000000e+02,4.254158785093584139e-02
1.870000000000000000e+02,4.256522373670212911e-02
1.880000000000000000e+02,4.269456917989417066e-02
1.890000000000000000e+02,4.296146194078946656e-02
1.900000000000000000e+02,4.272369363547119658e-02
1.910000000000000000e+02,4.340930156250000227e-02
1.920000000000000000e+02,4.308645759391191432e-02
1.930000000000000000e+02,4.343820048324741057e-02
1.940000000000000000e+02,4.335902240384616191e-02
1.950000000000000000e+02,4.282543788265305573e-02
1.960000000000000000e+02,4.365832223984772442e-02
1.970000000000000000e+02,4.322462291666666345e-02
1.980000000000000000e+02,4.299217886306531955e-02
1.990000000000000000e+02,4.377211175000000898e-02
2.000000000000000000e+02,4.344014729477611858e-02
2.010000000000000000e+02,4.320920872524752765e-02
2.020000000000000000e+02,4.307946758004926879e-02
2.030000000000000000e+02,3.363445919117646898e-02
2.040000000000000000e+02,3.307262352134147931e-02
2.050000000000000000e+02,4.344234557038835487e-02
2.060000000000000000e+02,4.331557122584542285e-02
2.070000000000000000e+02,4.323556778846153470e-02
2.080000000000000000e+02,4.310741088516746589e-02
2.090000000000000000e+02,4.288045309523809412e-02
2.100000000000000000e+02,4.275467499999999199e-02
2.110000000000000000e+02,4.346252075471698784e-02
2.120000000000000000e+02,4.333684025821596397e-02
2.130000000000000000e+02,4.321250724299065260e-02
2.140000000000000000e+02,4.315526600290696402e-02
2.150000000000000000e+02,4.302994687500000248e-02
2.160000000000000000e+02,4.290557308467742026e-02
2.170000000000000000e+02,4.292292107224769671e-02
2.180000000000000000e+02,4.346343253424657382e-02
2.190000000000000000e+02,4.174840750000000100e-02
2.200000000000000000e+02,4.186680142816742722e-02
2.210000000000000000e+02,3.025583288288288472e-02
2.220000000000000000e+02,4.235036838565021944e-02
2.230000000000000000e+02,4.263707455357144960e-02
2.240000000000000000e+02,3.073899529166667158e-02
2.250000000000000000e+02,3.057291415929204101e-02
2.260000000000000000e+02,4.148168284691630681e-02
2.270000000000000000e+02,4.241710350877193891e-02
2.280000000000000000e+02,4.252964563318778479e-02
2.290000000000000000e+02,4.253070211956522240e-02
2.300000000000000000e+02,4.211081889880953499e-02
2.310000000000000000e+02,3.136870926724137643e-02
2.320000000000000000e+02,4.256820077789699730e-02
2.330000000000000000e+02,4.275020518162395144e-02
2.340000000000000000e+02,4.188623428191490250e-02
2.350000000000000000e+02,4.260450963983050676e-02
2.360000000000000000e+02,4.278770466772152670e-02
2.370000000000000000e+02,4.302881738445378523e-02
2.380000000000000000e+02,4.348415141213389512e-02
2.390000000000000000e+02,4.316763291666664282e-02
2.400000000000000000e+02,4.320780258039418065e-02
2.410000000000000000e+02,4.363409155475204970e-02
2.420000000000000000e+02,4.354504407150204537e-02
2.430000000000000000e+02,4.343056296106556635e-02
2.440000000000000000e+02,4.337274760204080926e-02
2.450000000000000000e+02,4.368141656504062609e-02
2.460000000000000000e+02,4.336781088056677891e-02
2.470000000000000000e+02,4.311031461693547173e-02
2.480000000000000000e+02,4.314196029116465492e-02
2.490000000000000000e+02,4.337514969999999026e-02
2.500000000000000000e+02,4.326363481075695683e-02
2.510000000000000000e+02,4.290873100198412671e-02
2.520000000000000000e+02,4.294331763833991733e-02
2.530000000000000000e+02,4.334717022637794848e-02
2.540000000000000000e+02,4.293669203431371706e-02
2.550000000000000000e+02,4.312688671875000712e-02
2.560000000000000000e+02,4.261809934338520178e-02
2.570000000000000000e+02,4.326598938953488127e-02
2.580000000000000000e+02,4.320187226110039358e-02
2.590000000000000000e+02,3.181977250000000979e-02
2.600000000000000000e+02,4.306049025383142104e-02
2.610000000000000000e+02,4.297569842557254216e-02
2.620000000000000000e+02,4.275347117395437990e-02
2.630000000000000000e+02,4.243310284090909268e-02
2.640000000000000000e+02,4.195306558962264010e-02
2.650000000000000000e+02,4.185142598684209181e-02
2.660000000000000000e+02,4.175044248595505270e-02
2.670000000000000000e+02,4.164942677238804569e-02
2.680000000000000000e+02,4.184902827602229869e-02
2.690000000000000000e+02,4.208848087962963058e-02
2.700000000000000000e+02,4.168952091789666914e-02
2.710000000000000000e+02,4.159112389705882373e-02
2.720000000000000000e+02,4.149309388736263648e-02
2.730000000000000000e+02,4.214190424270072843e-02
2.740000000000000000e+02,4.204404797727273602e-02
2.750000000000000000e+02,4.194651639492753825e-02
2.760000000000000000e+02,4.154990525722021544e-02
2.770000000000000000e+02,4.202692511241007400e-02
2.780000000000000000e+02,4.208679612455197561e-02
2.790000000000000000e+02,4.199099875000002202e-02
2.800000000000000000e+02,4.200443836743772419e-02
2.810000000000000000e+02,3.168925691489361818e-02
2.820000000000000000e+02,4.224759768109541402e-02
2.830000000000000000e+02,4.199657469190141990e-02
2.840000000000000000e+02,4.221674485745614824e-02
2.850000000000000000e+02,4.227326704545453229e-02
2.860000000000000000e+02,4.213480706663763620e-02
2.870000000000000000e+02,4.219184826388888698e-02
2.880000000000000000e+02,4.205358170415224306e-02
