# Number of Rows, Mode
1.290000000000000000e+02,3.846928221153846084e-02
1.300000000000000000e+02,3.845415613072519778e-02
1.310000000000000000e+02,3.844283409090908099e-02
1.320000000000000000e+02,3.846642873590223888e-02
1.330000000000000000e+02,3.870830261194029009e-02
1.340000000000000000e+02,3.875672312499997552e-02
1.350000000000000000e+02,3.874532757352940060e-02
1.360000000000000000e+02,3.834830707116788917e-02
1.370000000000000000e+02,3.867682019927534687e-02
1.380000000000000000e+02,3.897429500899279864e-02
1.390000000000000000e+02,3.911171303571428504e-02
1.400000000000000000e+02,3.937487446808510261e-02
1.410000000000000000e+02,3.826900699823942986e-02
1.420000000000000000e+02,3.746922058566433400e-02
1.430000000000000000e+02,3.697920069444445013e-02
1.440000000000000000e+02,3.703292577586206336e-02
1.450000000000000000e+02,3.718947380136986003e-02
1.460000000000000000e+02,3.699589385629249716e-02
1.470000000000000000e+02,3.734175219594593198e-02
1.480000000000000000e+02,3.764734878355704972e-02
1.490000000000000000e+02,3.739036566666666117e-02
1.500000000000000000e+02,3.739152555877484074e-02
1.510000000000000000e+02,3.739655230263157215e-02
1.520000000000000000e+02,3.765925755718954604e-02
1.530000000000000000e+02,3.771190892857143040e-02
1.540000000000000000e+02,3.752824987903224940e-02
1.550000000000000000e+02,3.769017003205128724e-02
1.560000000000000000e+02,3.744292149681527349e-02
1.570000000000000000e+02,3.774788777689871977e-02
1.580000000000000000e+02,3.804527197327042809e-02
1.590000000000000000e+02,3.821574437500001309e-02
1.600000000000000000e+02,3.807653501552794861e-02
1.610000000000000000e+02,3.825247083333334353e-02
1.620000000000000000e+02,3.834972781825153609e-02
1.630000000000000000e+02,3.855844435975609719e-02
1.640000000000000000e+02,3.881170666666666769e-02
1.650000000000000000e+02,3.925687356927712313e-02
1.660000000000000000e+02,3.930862114520958239e-02
1.670000000000000000e+02,3.923261116071427579e-02
1.680000000000000000e+02,3.971359093934911932e-02
1.690000000000000000e+02,3.948354117647057127e-02
1.700000000000000000e+02,3.966736491228070594e-02
1.710000000000000000e+02,3.968677034883719146e-02
1.720000000000000000e+02,3.987268092485549142e-02
1.730000000000000000e+02,3.990486609195401102e-02
1.740000000000000000e+02,4.034196342857140904e-02
1.750000000000000000e+02,4.017392244318182537e-02
1.760000000000000000e+02,4.010811740819208993e-02
1.770000000000000000e+02,4.057198500702248467e-02
1.780000000000000000e+02,4.066329745111732508e-02
1.790000000000000000e+02,4.075474625000000128e-02
1.800000000000000000e+02,4.105520997928177596e-02
1.810000000000000000e+02,4.079284769917582154e-02
1.820000000000000000e+02,4.049348485314208101e-02
1.830000000000000000e+02,4.022753641304348260e-02
1.840000000000000000e+02,4.059127570945945951e-02
1.850000000000000000e+02,4.041945742607526426e-02
1.860000000000000000e+02,4.042725096925132988e-02
1.870000000000000000e+02,4.070176130319148877e-02
1.880000000000000000e+02,4.088834242724868895e-02
1.890000000000000000e+02,4.066503499999998827e-02
1.900000000000000000e+02,4.075621479057590923e-02
1.910000000000000000e+02,4.059334166666665744e-02
1.920000000000000000e+02,4.076377002914507997e-02
1.930000000000000000e+02,4.107813469716493915e-02
1.940000000000000000e+02,4.149879807692309630e-02
1.950000000000000000e+02,4.154148073979591071e-02
1.960000000000000000e+02,4.162446078680202832e-02
1.970000000000000000e+02,4.181807398989899338e-02
1.980000000000000000e+02,4.155784929334170597e-02
1.990000000000000000e+02,4.181312912500000090e-02
2.000000000000000000e+02,4.175503087686566195e-02
2.010000000000000000e+02,4.205719783415841351e-02
2.020000000000000000e+02,4.221413237376847594e-02
2.030000000000000000e+02,4.215720183823530587e-02
2.040000000000000000e+02,4.255559332317074284e-02
2.050000000000000000e+02,4.259281274271844997e-02
2.060000000000000000e+02,4.249499402173914642e-02
2.070000000000000000e+02,4.259889375000000533e-02
2.080000000000000000e+02,4.234876759868422269e-02
2.090000000000000000e+02,4.255605241071429290e-02
2.100000000000000000e+02,4.269926722452606349e-02
2.110000000000000000e+02,4.255299327830189271e-02
2.120000000000000000e+02,4.266433846830985921e-02
2.130000000000000000e+02,4.290510286214954672e-02
2.140000000000000000e+02,4.281731177325583115e-02
2.150000000000000000e+02,4.285562731481480647e-02
2.160000000000000000e+02,4.324864785426267566e-02
2.170000000000000000e+02,4.320715550458714693e-02
2.180000000000000000e+02,4.312382283105023473e-02
2.190000000000000000e+02,4.288562153409089528e-02
2.200000000000000000e+02,4.295246742081447466e-02
2.210000000000000000e+02,4.320044009009008090e-02
2.220000000000000000e+02,4.336835605381166026e-02
2.230000000000000000e+02,4.336729732142857729e-02
2.240000000000000000e+02,4.339755038888888639e-02
2.250000000000000000e+02,4.362220564159291492e-02
2.260000000000000000e+02,4.379781547356827176e-02
2.270000000000000000e+02,4.419478256578947273e-02
2.280000000000000000e+02,4.410919249454149649e-02
2.290000000000000000e+02,4.381355880434781302e-02
2.300000000000000000e+02,4.373070849567098350e-02
2.310000000000000000e+02,4.411304525862068393e-02
2.320000000000000000e+02,4.387622919796135834e-02
2.330000000000000000e+02,4.379728795405982145e-02
2.340000000000000000e+02,4.419349151595743097e-02
2.350000000000000000e+02,4.349879131355931239e-02
2.360000000000000000e+02,4.255069265559069391e-02
2.370000000000000000e+02,4.234809070378149631e-02
2.380000000000000000e+02,4.263171148012551148e-02
2.390000000000000000e+02,4.234906541666666469e-02
2.400000000000000000e+02,4.228063210580913778e-02
2.410000000000000000e+02,4.145136038223140584e-02
