,mag_x,mag_y,mag_z,pitch(y),roll(x),yaw(z)
2021-02-18 05:21:16.397986,20.75,40.75,-33.375,,,
2021-02-18 05:21:16.416861,20.75,40.75,-33.375,-1.875,359.4375,23.75
2021-02-18 05:21:16.431402,20.75,40.75,-33.375,,,
2021-02-18 05:21:16.448238,21.5,41.0625,-33.0,,,
2021-02-18 05:21:16.466922,21.5,41.0625,-33.0,-1.9375,359.375,24.5
2021-02-18 05:21:16.481454,21.5,41.0625,-33.0,,,
2021-02-18 05:21:16.498347,21.5625,41.5,-32.25,,,
2021-02-18 05:21:16.517278,21.5625,41.5,-32.25,-2.0,359.3125,25.25
2021-02-18 05:21:16.531751,21.5625,41.5,-32.25,,,
2021-02-18 05:21:16.548606,-2025.75,43.0,-31.5,,,
2021-02-18 05:21:16.566803,22.25,43.0,-31.5,,,
2021-02-18 05:21:16.586703,22.25,43.0,-31.5,-2.0625,359.25,25.9375
2021-02-18 05:21:16.599740,21.875,43.6875,-32.0,,,
2021-02-18 05:21:16.616811,21.875,43.6875,-32.0,,,
2021-02-18 05:21:16.634756,21.875,43.6875,-32.0,,,
2021-02-18 05:21:16.652073,21.875,42.5625,-31.1875,,,
2021-02-18 05:21:16.670801,21.875,42.5625,-31.1875,,,
2021-02-18 05:21:16.688117,21.875,42.5625,-31.1875,,,
2021-02-18 05:21:16.705393,21.5,42.5625,-30.875,,,
2021-02-18 05:21:16.725235,21.5,42.5625,-30.875,-2.1875,359.25,26.3125
2021-02-18 05:21:16.738264,21.5,42.5625,-30.875,,,
2021-02-18 05:21:16.755055,21.875,43.0,-30.875,,,
2021-02-18 05:21:16.775074,21.875,43.0,-30.875,-2.1875,359.25,26.125
2021-02-18 05:21:16.788050,21.875,43.0,-30.875,,,
2021-02-18 05:21:16.805067,21.0625,42.1875,-31.1875,,,
2021-02-18 05:21:16.825178,21.0625,42.1875,-31.1875,-2.25,359.25,26.0625
2021-02-18 05:21:16.838180,21.0625,42.1875,-31.1875,,,
2021-02-18 05:21:16.857513,21.0625,41.875,-31.5625,-2.25,359.25,26.0625
2021-02-18 05:21:16.872073,21.0625,41.875,-31.5625,,,
2021-02-18 05:21:16.888920,21.0625,41.875,-31.5625,,,
2021-02-18 05:21:16.908350,21.5,42.5625,-32.0,-2.3125,359.1875,26.0625
2021-02-18 05:21:16.923085,21.5,42.5625,-32.0,,,
2021-02-18 05:21:16.939932,21.5,42.5625,-32.0,,,
2021-02-18 05:21:16.957333,21.5,43.0,-31.5625,,,
2021-02-18 05:21:16.977106,21.5,43.0,-31.5625,-2.3125,359.1875,25.875
2021-02-18 05:21:16.990186,21.5,43.0,-31.5625,,,
2021-02-18 05:21:17.007046,21.0625,43.25,-32.0,,,
2021-02-18 05:21:17.026863,21.0625,43.25,-32.0,-2.375,359.1875,25.375
2021-02-18 05:21:17.039938,21.0625,43.25,-32.0,,,
2021-02-18 05:21:17.056801,22.1875,42.5625,-32.375,,,
2021-02-18 05:21:17.076676,22.1875,42.5625,-32.375,-2.3125,359.1875,24.625
2021-02-18 05:21:17.089765,22.1875,42.5625,-32.375,,,
